Country       ,Response_measure                            ,date_start ,date_end   ,stringency_score    ,intervention_duration ,intervention_category ,stringency_category
Croatia       ,GymsSportsCentres                           ,2020-03-19 ,2020-05-12 , 20.0               ,                   54 ,Public Space          ,Low
Croatia       ,GymsSportsCentres                           ,2020-11-28 ,2021-02-14 , 20.0               ,                   78 ,Public Space          ,Low
Croatia       ,GymsSportsCentresPartial                    ,2021-02-15 ,2022-04-08 , 20.0               ,                  417 ,Public Space          ,Low
Croatia       ,IndoorOver100                               ,2021-05-28 ,2021-11-05 , 20.0               ,                  161 ,Gathering             ,Low
Croatia       ,IndoorOver100                               ,2022-03-18 ,2022-04-08 , 20.0               ,                   21 ,Gathering             ,Low
Croatia       ,IndoorOver50                                ,2020-05-05 ,2021-05-27 , 20.0               ,                  387 ,Gathering             ,Low
Croatia       ,IndoorOver50                                ,2021-11-06 ,2022-03-17 , 20.0               ,                  131 ,Gathering             ,Low
Croatia       ,MasksMandatoryAllSpaces                     ,2020-10-25 ,2021-07-02 , 85.0               ,                  250 ,Masks                 ,High
Croatia       ,MasksMandatoryAllSpacesPartial              ,2021-07-03 ,2022-04-08 , 42.5               ,                  279 ,Masks                 ,Low
Croatia       ,MasksMandatoryClosedSpaces                  ,2020-04-24 ,2020-10-24 , 20.0               ,                  183 ,Masks                 ,Low
Croatia       ,MasksVoluntaryAllSpacesPartial              ,2022-04-09 ,2022-07-31 , 20.0               ,                  113 ,Masks                 ,Low
Croatia       ,MassGather50                                ,2020-03-19 ,2021-05-27 , 20.0               ,                  434 ,Gathering             ,Low
Croatia       ,MassGather50Partial                         ,2021-11-06 ,2022-03-17 , 20.0               ,                  131 ,Gathering             ,Low
Croatia       ,MassGatherAll                               ,2020-03-19 ,2021-05-27 , 20.0               ,                  434 ,Gathering             ,Low
Croatia       ,MassGatherAllPartial                        ,2021-05-28 ,2022-04-08 , 20.0               ,                  315 ,Gathering             ,Low
Croatia       ,NonEssentialShopsPartial                    ,2020-03-19 ,2020-05-25 , 27.500000000000004 ,                   67 ,Business              ,Low
Croatia       ,OutdoorOver100                              ,2021-05-28 ,2022-01-07 , 20.0               ,                  224 ,Gathering             ,Low
Croatia       ,OutdoorOver100                              ,2022-03-01 ,2022-03-17 , 20.0               ,                   16 ,Gathering             ,Low
Croatia       ,OutdoorOver50                               ,2020-05-05 ,2020-10-26 , 20.0               ,                  174 ,Gathering             ,Low
Croatia       ,OutdoorOver50                               ,2020-11-28 ,2021-05-27 , 20.0               ,                  180 ,Gathering             ,Low
Croatia       ,OutdoorOver50                               ,2022-01-08 ,2022-02-28 , 20.0               ,                   51 ,Gathering             ,Low
Croatia       ,OutdoorOver500                              ,2022-03-18 ,2022-04-08 , 20.0               ,                   21 ,Gathering             ,Low
Croatia       ,PrivateGatheringRestrictions                ,2020-03-20 ,2022-04-08 , 60.0               ,                  749 ,Gathering             ,Medium
Croatia       ,QuarantineForInternationalTravellersPartial ,2020-05-11 ,2022-04-30 , 30.0               ,                  719 ,Travel                ,Low
Croatia       ,RestaurantsCafes                            ,2020-03-19 ,2020-05-11 , 20.0               ,                   53 ,Business              ,Low
Croatia       ,RestaurantsCafes                            ,2020-11-28 ,2021-02-28 , 20.0               ,                   92 ,Business              ,Low
Croatia       ,RestaurantsCafesPartial                     ,2020-05-12 ,2020-11-27 , 20.0               ,                  199 ,Business              ,Low
Croatia       ,RestaurantsCafesPartial                     ,2021-03-01 ,2022-04-08 , 20.0               ,                  403 ,Business              ,Low
Croatia       ,StayHomeOrder                               ,2020-03-23 ,2020-05-10 ,100.0               ,                   48 ,Lockdown              ,High
Croatia       ,StayHomeRiskG                               ,2020-03-03 ,2022-04-08 , 20.0               ,                  766 ,Lockdown              ,Low
Croatia       ,Teleworking                                 ,2020-03-19 ,2020-05-27 , 20.0               ,                   69 ,Workplace             ,Low
Croatia       ,TeleworkingPartial                          ,2020-11-28 ,2022-04-08 , 20.0               ,                  496 ,Workplace             ,Low
Cyprus        ,BanOnAllEvents                              ,2020-03-10 ,2020-06-23 , 75.0               ,                  105 ,Events                ,High
Cyprus        ,BanOnAllEventsPartial                       ,2020-11-05 ,2021-05-16 , 37.5               ,                  192 ,Events                ,Low
Cyprus        ,ClosDaycare                                 ,2020-03-10 ,2020-06-09 , 20.0               ,                   91 ,Education             ,Low
Cyprus        ,ClosHigh                                    ,2020-03-10 ,2020-05-11 , 20.0               ,                   62 ,Education             ,Low
Cyprus        ,ClosHigh                                    ,2020-12-14 ,2021-05-09 , 20.0               ,                  146 ,Education             ,Low
Cyprus        ,ClosHighPartial                             ,2021-09-03 ,2022-05-14 , 20.0               ,                  253 ,Education             ,Low
Cyprus        ,ClosPrim                                    ,2020-03-10 ,2020-05-21 , 20.0               ,                   72 ,Education             ,Low
Cyprus        ,ClosPrim                                    ,2021-01-10 ,2021-02-07 , 20.0               ,                   28 ,Education             ,Low
Cyprus        ,ClosPubAny                                  ,2020-03-11 ,2020-05-03 , 20.0               ,                   53 ,Public Space          ,Low
Cyprus        ,ClosPubAnyPartial                           ,2020-05-04 ,2022-07-31 , 20.0               ,                  818 ,Public Space          ,Low
Cyprus        ,ClosSec                                     ,2020-03-10 ,2020-05-10 , 20.0               ,                   61 ,Education             ,Low
Cyprus        ,ClosSec                                     ,2020-12-14 ,2021-02-07 , 20.0               ,                   55 ,Education             ,Low
Cyprus        ,ClosSecPartial                              ,2020-05-11 ,2020-05-21 , 20.0               ,                   10 ,Education             ,Low
Cyprus        ,ClosSecPartial                              ,2021-02-08 ,2021-03-31 , 20.0               ,                   51 ,Education             ,Low
Cyprus        ,ClosureOfPublicTransportPartial             ,2021-10-30 ,2022-07-31 , 35.0               ,                  274 ,Transport             ,Low
Cyprus        ,EntertainmentVenues                         ,2020-03-11 ,2020-05-20 , 20.0               ,                   70 ,Public Space          ,Low
Cyprus        ,EntertainmentVenues                         ,2020-12-11 ,2021-02-07 , 20.0               ,                   58 ,Public Space          ,Low
Cyprus        ,EntertainmentVenues                         ,2021-04-26 ,2021-05-09 , 20.0               ,                   13 ,Public Space          ,Low
Cyprus        ,EntertainmentVenuesPartial                  ,2020-05-21 ,2020-06-29 , 20.0               ,                   39 ,Public Space          ,Low
Cyprus        ,EntertainmentVenuesPartial                  ,2021-02-08 ,2021-04-25 , 20.0               ,                   76 ,Public Space          ,Low
Cyprus        ,EntertainmentVenuesPartial                  ,2021-05-10 ,2022-06-05 , 20.0               ,                  391 ,Public Space          ,Low
Cyprus        ,GymsSportsCentres                           ,2020-03-13 ,2020-05-03 , 20.0               ,                   51 ,Public Space          ,Low
Cyprus        ,GymsSportsCentres                           ,2021-01-08 ,2021-03-31 , 20.0               ,                   82 ,Public Space          ,Low
Cyprus        ,GymsSportsCentres                           ,2021-04-26 ,2021-05-09 , 20.0               ,                   13 ,Public Space          ,Low
Cyprus        ,GymsSportsCentresPartial                    ,2020-05-04 ,2020-06-13 , 20.0               ,                   40 ,Public Space          ,Low
Cyprus        ,GymsSportsCentresPartial                    ,2021-05-10 ,2022-06-05 , 20.0               ,                  391 ,Public Space          ,Low
Cyprus        ,HotelsOtherAccommodation                    ,2020-03-16 ,2020-05-03 , 20.0               ,                   48 ,Business              ,Low
Cyprus        ,HotelsOtherAccommodationPartial             ,2020-05-04 ,2020-06-09 , 20.0               ,                   36 ,Business              ,Low
