Country       ,Response_measure                            ,date_start ,date_end   ,stringency_score    ,intervention_duration ,intervention_category ,stringency_category
Italy         ,NonEssentialShopsPartial                    ,2020-04-14 ,2020-05-18 , 27.500000000000004 ,                   34 ,Business              ,Low
Italy         ,OutdoorOver1000                             ,2020-06-12 ,2020-11-05 , 20.0               ,                  146 ,Gathering             ,Low
Italy         ,OutdoorOver1000                             ,2021-04-26 ,2022-04-30 , 20.0               ,                  369 ,Gathering             ,Low
Italy         ,PlaceOfWorship                              ,2020-03-10 ,2020-06-15 , 20.0               ,                   97 ,Public Space          ,Low
Italy         ,PrivateGatheringRestrictionsPartial         ,2021-02-22 ,2022-04-30 , 30.0               ,                  432 ,Gathering             ,Low
Italy         ,QuarantineForInternationalTravellers        ,2020-03-04 ,2020-03-10 , 60.0               ,                    6 ,Travel                ,Medium
Italy         ,QuarantineForInternationalTravellers        ,2020-06-12 ,2021-04-30 , 60.0               ,                  322 ,Travel                ,Medium
Italy         ,RegionalStayHomeOrderPartial                ,2020-10-22 ,2021-06-21 , 45.0               ,                  242 ,Lockdown              ,Low
Italy         ,RestaurantsCafes                            ,2020-12-24 ,2021-01-06 , 20.0               ,                   13 ,Business              ,Low
Italy         ,RestaurantsCafesPartial                     ,2020-03-10 ,2020-05-18 , 20.0               ,                   69 ,Business              ,Low
Italy         ,RestaurantsCafesPartial                     ,2020-10-18 ,2020-12-23 , 20.0               ,                   66 ,Business              ,Low
Italy         ,RestaurantsCafesPartial                     ,2021-01-07 ,2021-06-20 , 20.0               ,                  164 ,Business              ,Low
Italy         ,RestaurantsCafesPartial                     ,2021-08-06 ,2022-04-30 , 20.0               ,                  267 ,Business              ,Low
Italy         ,StayHomeGen                                 ,2020-10-26 ,2020-11-04 , 20.0               ,                    9 ,Lockdown              ,Low
Italy         ,StayHomeOrder                               ,2020-03-10 ,2020-05-04 ,100.0               ,                   55 ,Lockdown              ,High
Italy         ,StayHomeOrderPartial                        ,2020-11-05 ,2021-06-21 , 50.0               ,                  228 ,Lockdown              ,Medium
Italy         ,StayHomeRiskG                               ,2020-03-04 ,2021-05-06 , 20.0               ,                  428 ,Lockdown              ,Low
Italy         ,Teleworking                                 ,2020-03-12 ,2020-06-10 , 20.0               ,                   90 ,Workplace             ,Low
Italy         ,Teleworking                                 ,2020-10-16 ,2022-07-31 , 20.0               ,                  653 ,Workplace             ,Low
Latvia        ,BanOnAllEvents                              ,2021-10-21 ,2021-11-14 , 75.0               ,                   24 ,Events                ,High
Latvia        ,BanOnAllEventsPartial                       ,2020-11-09 ,2021-10-20 , 37.5               ,                  345 ,Events                ,Low
Latvia        ,BanOnAllEventsPartial                       ,2021-11-15 ,2022-02-28 , 37.5               ,                  105 ,Events                ,Low
Latvia        ,ClosDaycarePartial                          ,2021-03-16 ,2021-11-14 , 20.0               ,                  243 ,Education             ,Low
Latvia        ,ClosHigh                                    ,2020-03-17 ,2020-08-31 , 20.0               ,                  167 ,Education             ,Low
Latvia        ,ClosHigh                                    ,2021-10-21 ,2021-11-14 , 20.0               ,                   24 ,Education             ,Low
Latvia        ,ClosHighPartial                             ,2020-10-26 ,2021-08-17 , 20.0               ,                  295 ,Education             ,Low
Latvia        ,ClosPrim                                    ,2020-03-17 ,2020-08-31 , 20.0               ,                  167 ,Education             ,Low
Latvia        ,ClosPrim                                    ,2021-10-21 ,2021-10-29 , 20.0               ,                    8 ,Education             ,Low
Latvia        ,ClosPrimPartial                             ,2020-11-02 ,2021-08-10 , 20.0               ,                  281 ,Education             ,Low
Latvia        ,ClosPrimPartial                             ,2021-11-01 ,2021-11-14 , 20.0               ,                   13 ,Education             ,Low
Latvia        ,ClosPubAny                                  ,2020-03-17 ,2020-05-11 , 20.0               ,                   55 ,Public Space          ,Low
Latvia        ,ClosPubAnyPartial                           ,2020-05-12 ,2020-06-10 , 20.0               ,                   29 ,Public Space          ,Low
Latvia        ,ClosPubAnyPartial                           ,2020-07-11 ,2022-03-31 , 20.0               ,                  628 ,Public Space          ,Low
Latvia        ,ClosSec                                     ,2020-10-26 ,2021-04-06 , 20.0               ,                  162 ,Education             ,Low
Latvia        ,ClosSec                                     ,2021-10-21 ,2021-10-29 , 20.0               ,                    8 ,Education             ,Low
Latvia        ,ClosSecPartial                              ,2020-03-17 ,2020-05-07 , 20.0               ,                   51 ,Education             ,Low
Latvia        ,ClosSecPartial                              ,2021-04-07 ,2021-08-10 , 20.0               ,                  125 ,Education             ,Low
Latvia        ,ClosSecPartial                              ,2021-11-01 ,2021-11-15 , 20.0               ,                   14 ,Education             ,Low
Latvia        ,ClosureOfPublicTransportPartial             ,2020-12-07 ,2022-02-28 , 35.0               ,                  448 ,Transport             ,Low
Latvia        ,EntertainmentVenues                         ,2020-03-17 ,2020-06-10 , 20.0               ,                   85 ,Public Space          ,Low
Latvia        ,EntertainmentVenues                         ,2021-10-21 ,2021-11-14 , 20.0               ,                   24 ,Public Space          ,Low
Latvia        ,EntertainmentVenuesPartial                  ,2020-11-09 ,2021-10-20 , 20.0               ,                  345 ,Public Space          ,Low
Latvia        ,EntertainmentVenuesPartial                  ,2021-11-15 ,2022-03-31 , 20.0               ,                  136 ,Public Space          ,Low
Latvia        ,GymsSportsCentres                           ,2020-03-17 ,2020-05-11 , 20.0               ,                   55 ,Public Space          ,Low
Latvia        ,GymsSportsCentres                           ,2020-12-03 ,2021-03-07 , 20.0               ,                   94 ,Public Space          ,Low
Latvia        ,GymsSportsCentresPartial                    ,2020-05-12 ,2020-06-10 , 20.0               ,                   29 ,Public Space          ,Low
Latvia        ,GymsSportsCentresPartial                    ,2021-10-21 ,2022-03-31 , 20.0               ,                  161 ,Public Space          ,Low
Latvia        ,IndoorOver100                               ,2020-06-10 ,2020-07-31 , 20.0               ,                   51 ,Gathering             ,Low
Latvia        ,IndoorOver500                               ,2020-08-01 ,2020-11-08 , 20.0               ,                   99 ,Gathering             ,Low
Latvia        ,MasksMandatoryClosedSpacesPartial           ,2020-05-12 ,2020-06-30 , 20.0               ,                   49 ,Masks                 ,Low
Latvia        ,MasksMandatoryClosedSpacesPartial           ,2020-10-07 ,2022-05-14 , 20.0               ,                  584 ,Masks                 ,Low
Latvia        ,MasksVoluntaryAllSpacesPartial              ,2020-03-17 ,2020-06-30 , 20.0               ,                  105 ,Masks                 ,Low
Latvia        ,MassGather50                                ,2021-10-21 ,2021-11-14 , 20.0               ,                   24 ,Gathering             ,Low
Latvia        ,MassGather50Partial                         ,2020-11-09 ,2021-10-20 , 20.0               ,                  345 ,Gathering             ,Low
Latvia        ,MassGather50Partial                         ,2021-11-15 ,2022-02-28 , 20.0               ,                  105 ,Gathering             ,Low
Latvia        ,MassGatherAll                               ,2020-08-01 ,2020-11-08 , 20.0               ,                   99 ,Gathering             ,Low
Latvia        ,MassGatherAll                               ,2021-10-21 ,2021-11-14 , 20.0               ,                   24 ,Gathering             ,Low
Latvia        ,MassGatherAllPartial                        ,2020-06-10 ,2020-07-31 , 20.0               ,                   51 ,Gathering             ,Low
Latvia        ,MassGatherAllPartial                        ,2020-11-09 ,2021-10-20 , 20.0               ,                  345 ,Gathering             ,Low
Latvia        ,MassGatherAllPartial                        ,2021-11-15 ,2022-03-31 , 20.0               ,                  136 ,Gathering             ,Low
Latvia        ,NonEssentialShopsPartial                    ,2020-11-09 ,2021-06-02 , 27.500000000000004 ,                  205 ,Business              ,Low
Latvia        ,NonEssentialShopsPartial                    ,2021-10-11 ,2022-02-28 , 27.500000000000004 ,                  140 ,Business              ,Low
Latvia        ,OutdoorOver1000                             ,2020-07-01 ,2020-07-31 , 20.0               ,                   30 ,Gathering             ,Low
Latvia        ,OutdoorOver1000                             ,2020-10-10 ,2020-10-29 , 20.0               ,                   19 ,Gathering             ,Low
Latvia        ,OutdoorOver1000                             ,2022-03-01 ,2022-03-31 , 20.0               ,                   30 ,Gathering             ,Low
Latvia        ,OutdoorOver500                              ,2020-06-10 ,2020-06-30 , 20.0               ,                   20 ,Gathering             ,Low
Latvia        ,OutdoorOver500                              ,2020-10-30 ,2020-11-08 , 20.0               ,                    9 ,Gathering             ,Low
Latvia        ,PlaceOfWorship                              ,2020-03-17 ,2020-05-11 , 20.0               ,                   55 ,Public Space          ,Low
Latvia        ,PlaceOfWorshipPartial                       ,2020-05-12 ,2020-06-10 , 20.0               ,                   29 ,Public Space          ,Low
Latvia        ,PlaceOfWorshipPartial                       ,2020-11-09 ,2021-04-06 , 20.0               ,                  148 ,Public Space          ,Low
Latvia        ,PlaceOfWorshipPartial                       ,2021-10-21 ,2022-03-31 , 20.0               ,                  161 ,Public Space          ,Low
Latvia        ,PrivateGatheringRestrictions                ,2020-03-17 ,2020-06-10 , 60.0               ,                   85 ,Gathering             ,Medium
Latvia        ,PrivateGatheringRestrictionsPartial         ,2020-10-17 ,2022-03-31 , 30.0               ,                  530 ,Gathering             ,Low
Latvia        ,QuarantineForInternationalTravellers        ,2020-03-12 ,2020-05-11 , 60.0               ,                   60 ,Travel                ,Medium
Latvia        ,QuarantineForInternationalTravellersPartial ,2020-05-12 ,2022-07-31 , 30.0               ,                  810 ,Travel                ,Low
Latvia        ,RestaurantsCafes                            ,2020-11-09 ,2021-05-06 , 20.0               ,                  178 ,Business              ,Low
Latvia        ,RestaurantsCafesPartial                     ,2020-07-11 ,2020-11-08 , 20.0               ,                  120 ,Business              ,Low
Latvia        ,RestaurantsCafesPartial                     ,2021-05-07 ,2022-03-31 , 20.0               ,                  328 ,Business              ,Low
Latvia        ,StayHomeOrderPartial                        ,2020-12-24 ,2021-02-07 , 50.0               ,                   45 ,Lockdown              ,Medium
Latvia        ,StayHomeOrderPartial                        ,2021-10-21 ,2021-11-14 , 50.0               ,                   24 ,Lockdown              ,Medium
Latvia        ,TeleworkingPartial                          ,2020-03-17 ,2022-07-31 , 20.0               ,                  866 ,Workplace             ,Low
Liechtenstein ,BanOnAllEvents                              ,2020-03-14 ,2020-06-05 , 75.0               ,                   83 ,Events                ,High
Liechtenstein ,BanOnAllEvents                              ,2020-12-20 ,2021-09-30 , 75.0               ,                  284 ,Events                ,High
Liechtenstein ,ClosDaycare                                 ,2020-03-16 ,2020-05-11 , 20.0               ,                   56 ,Education             ,Low
Liechtenstein ,ClosHigh                                    ,2020-03-16 ,2020-06-08 , 20.0               ,                   84 ,Education             ,Low
Liechtenstein ,ClosPrim                                    ,2020-03-16 ,2020-06-08 , 20.0               ,                   84 ,Education             ,Low
Liechtenstein ,ClosPubAny                                  ,2020-10-24 ,2020-11-29 , 20.0               ,                   36 ,Public Space          ,Low
Liechtenstein ,ClosPubAny                                  ,2020-12-20 ,2021-02-28 , 20.0               ,                   70 ,Public Space          ,Low
Liechtenstein ,ClosPubAnyPartial                           ,2020-03-12 ,2020-06-06 , 20.0               ,                   86 ,Public Space          ,Low
Liechtenstein ,ClosPubAnyPartial                           ,2020-11-30 ,2020-12-19 , 20.0               ,                   19 ,Public Space          ,Low
Liechtenstein ,ClosPubAnyPartial                           ,2021-03-01 ,2022-03-31 , 20.0               ,                  395 ,Public Space          ,Low
Liechtenstein ,ClosSec                                     ,2020-03-16 ,2020-06-08 , 20.0               ,                   84 ,Education             ,Low
Liechtenstein ,EntertainmentVenues                         ,2020-03-17 ,2020-06-06 , 20.0               ,                   81 ,Public Space          ,Low
Liechtenstein ,EntertainmentVenues                         ,2020-12-20 ,2021-04-25 , 20.0               ,                  126 ,Public Space          ,Low
Liechtenstein ,EntertainmentVenuesPartial                  ,2020-12-12 ,2020-12-19 , 20.0               ,                    7 ,Public Space          ,Low
Liechtenstein ,EntertainmentVenuesPartial                  ,2021-04-26 ,2022-02-17 , 20.0               ,                  297 ,Public Space          ,Low
Liechtenstein ,GymsSportsCentres                           ,2021-01-12 ,2021-02-28 , 20.0               ,                   47 ,Public Space          ,Low
Liechtenstein ,GymsSportsCentresPartial                    ,2020-03-12 ,2020-06-06 , 20.0               ,                   86 ,Public Space          ,Low
Liechtenstein ,GymsSportsCentresPartial                    ,2021-03-01 ,2022-03-31 , 20.0               ,                  395 ,Public Space          ,Low
Liechtenstein ,IndoorOver1000                              ,2020-02-28 ,2020-03-13 , 20.0               ,                   14 ,Gathering             ,Low
Liechtenstein ,IndoorOver1000                              ,2020-07-03 ,2020-12-19 , 20.0               ,                  169 ,Gathering             ,Low
Liechtenstein ,IndoorOver50                                ,2021-10-01 ,2022-03-31 , 20.0               ,                  181 ,Gathering             ,Low
Liechtenstein ,IndoorOver500                               ,2020-06-06 ,2020-07-02 , 20.0               ,                   26 ,Gathering             ,Low
Liechtenstein ,MasksMandatoryAllSpaces                     ,2020-12-20 ,2021-07-04 , 85.0               ,                  196 ,Masks                 ,High
Liechtenstein ,MasksMandatoryClosedSpaces                  ,2020-10-20 ,2020-12-19 , 20.0               ,                   60 ,Masks                 ,Low
Liechtenstein ,MasksMandatoryClosedSpaces                  ,2021-11-23 ,2022-02-16 , 20.0               ,                   85 ,Masks                 ,Low
Liechtenstein ,MasksMandatoryClosedSpacesPartial           ,2020-07-06 ,2020-10-19 , 20.0               ,                  105 ,Masks                 ,Low
Liechtenstein ,MasksMandatoryClosedSpacesPartial           ,2021-07-05 ,2021-11-22 , 20.0               ,                  140 ,Masks                 ,Low
Liechtenstein ,MasksMandatoryClosedSpacesPartial           ,2022-02-17 ,2022-03-31 , 20.0               ,                   42 ,Masks                 ,Low
Liechtenstein ,MasksVoluntaryClosedSpacesPartial           ,2020-05-13 ,2020-07-05 , 20.0               ,                   53 ,Masks                 ,Low
Liechtenstein ,MassGather50                                ,2020-03-14 ,2020-06-05 , 20.0               ,                   83 ,Gathering             ,Low
Liechtenstein ,MassGather50                                ,2020-12-20 ,2021-05-23 , 20.0               ,                  154 ,Gathering             ,Low
Liechtenstein ,MassGather50                                ,2021-06-14 ,2021-09-14 , 20.0               ,                   92 ,Gathering             ,Low
Liechtenstein ,MassGather50Partial                         ,2021-05-24 ,2021-06-13 , 20.0               ,                   20 ,Gathering             ,Low
Liechtenstein ,MassGather50Partial                         ,2021-09-15 ,2022-03-31 , 20.0               ,                  197 ,Gathering             ,Low
Liechtenstein ,MassGatherAll                               ,2020-02-28 ,2020-07-02 , 20.0               ,                  125 ,Gathering             ,Low
Liechtenstein ,MassGatherAll                               ,2020-12-20 ,2021-05-23 , 20.0               ,                  154 ,Gathering             ,Low
Liechtenstein ,MassGatherAll                               ,2021-06-14 ,2021-08-15 , 20.0               ,                   62 ,Gathering             ,Low
Liechtenstein ,MassGatherAllPartial                        ,2020-07-03 ,2020-12-19 , 20.0               ,                  169 ,Gathering             ,Low
Liechtenstein ,MassGatherAllPartial                        ,2021-05-24 ,2021-06-13 , 20.0               ,                   20 ,Gathering             ,Low
Liechtenstein ,MassGatherAllPartial                        ,2021-08-16 ,2022-03-31 , 20.0               ,                  227 ,Gathering             ,Low
Liechtenstein ,NonEssentialShops                           ,2020-03-17 ,2020-04-27 , 55.00000000000001  ,                   41 ,Business              ,Medium
Liechtenstein ,OutdoorOver1000                             ,2020-02-28 ,2020-03-13 , 20.0               ,                   14 ,Gathering             ,Low
Liechtenstein ,OutdoorOver1000                             ,2020-07-03 ,2020-12-19 , 20.0               ,                  169 ,Gathering             ,Low
Liechtenstein ,OutdoorOver1000                             ,2021-10-01 ,2021-12-06 , 20.0               ,                   66 ,Gathering             ,Low
Liechtenstein ,OutdoorOver500                              ,2020-06-06 ,2020-07-02 , 20.0               ,                   26 ,Gathering             ,Low
Liechtenstein ,OutdoorOver500                              ,2021-12-07 ,2022-03-31 , 20.0               ,                  114 ,Gathering             ,Low
Liechtenstein ,PrivateGatheringRestrictions                ,2020-03-16 ,2020-05-20 , 60.0               ,                   65 ,Gathering             ,Medium
Liechtenstein ,PrivateGatheringRestrictions                ,2020-10-19 ,2021-06-13 , 60.0               ,                  237 ,Gathering             ,Medium
Liechtenstein ,PrivateGatheringRestrictionsPartial         ,2021-06-14 ,2021-06-28 , 30.0               ,                   14 ,Gathering             ,Low
Liechtenstein ,QuarantineForInternationalTravellers        ,2020-07-06 ,2022-02-17 , 60.0               ,                  591 ,Travel                ,Medium
Liechtenstein ,RestaurantsCafes                            ,2020-10-24 ,2020-11-29 , 20.0               ,                   36 ,Business              ,Low
Liechtenstein ,RestaurantsCafes                            ,2020-12-20 ,2021-04-25 , 20.0               ,                  126 ,Business              ,Low
Liechtenstein ,RestaurantsCafesPartial                     ,2020-11-30 ,2020-12-19 , 20.0               ,                   19 ,Business              ,Low
Liechtenstein ,RestaurantsCafesPartial                     ,2021-04-26 ,2022-02-17 , 20.0               ,                  297 ,Business              ,Low
Liechtenstein ,StayHomeGen                                 ,2020-03-21 ,2020-05-18 , 20.0               ,                   58 ,Lockdown              ,Low
Liechtenstein ,StayHomeRiskG                               ,2020-03-16 ,2022-03-31 , 20.0               ,                  745 ,Lockdown              ,Low
Liechtenstein ,TeleworkingPartial                          ,2021-01-15 ,2022-03-31 , 20.0               ,                  440 ,Workplace             ,Low
Lithuania     ,BanOnAllEvents                              ,2020-03-12 ,2020-05-31 , 75.0               ,                   80 ,Events                ,High
Lithuania     ,BanOnAllEvents                              ,2020-11-07 ,2021-04-18 , 75.0               ,                  162 ,Events                ,High
Lithuania     ,BanOnAllEventsPartial                       ,2021-04-19 ,2021-05-09 , 37.5               ,                   20 ,Events                ,Low
Lithuania     ,ClosDaycare                                 ,2020-03-16 ,2020-04-26 , 20.0               ,                   41 ,Education             ,Low
Lithuania     ,ClosDaycarePartial                          ,2020-04-27 ,2020-05-17 , 20.0               ,                   20 ,Education             ,Low
Lithuania     ,ClosHigh                                    ,2020-03-16 ,2020-05-24 , 20.0               ,                   69 ,Education             ,Low
Lithuania     ,ClosHigh                                    ,2020-11-07 ,2021-05-23 , 20.0               ,                  197 ,Education             ,Low
Lithuania     ,ClosHighPartial                             ,2020-05-25 ,2020-05-29 , 20.0               ,                    4 ,Education             ,Low
Lithuania     ,ClosHighPartial                             ,2020-09-01 ,2020-11-06 , 20.0               ,                   66 ,Education             ,Low
Lithuania     ,ClosHighPartial                             ,2021-05-24 ,2021-06-30 , 20.0               ,                   37 ,Education             ,Low
Lithuania     ,ClosPrim                                    ,2020-03-16 ,2020-05-24 , 20.0               ,                   69 ,Education             ,Low
Lithuania     ,ClosPrim                                    ,2021-01-04 ,2021-05-31 , 20.0               ,                  147 ,Education             ,Low
Lithuania     ,ClosPrimPartial                             ,2020-05-25 ,2020-06-23 , 20.0               ,                   29 ,Education             ,Low
Lithuania     ,ClosPubAnyPartial                           ,2020-03-16 ,2022-03-17 , 20.0               ,                  731 ,Public Space          ,Low
Lithuania     ,ClosSec                                     ,2020-03-16 ,2020-05-29 , 20.0               ,                   74 ,Education             ,Low
Lithuania     ,ClosSec                                     ,2020-11-07 ,2021-05-02 , 20.0               ,                  176 ,Education             ,Low
Lithuania     ,ClosSecPartial                              ,2020-05-30 ,2020-06-30 , 20.0               ,                   31 ,Education             ,Low
Lithuania     ,ClosSecPartial                              ,2020-09-01 ,2020-11-06 , 20.0               ,                   66 ,Education             ,Low
Lithuania     ,ClosSecPartial                              ,2021-05-03 ,2021-06-30 , 20.0               ,                   58 ,Education             ,Low
Lithuania     ,EntertainmentVenues                         ,2020-03-16 ,2020-04-26 , 20.0               ,                   41 ,Public Space          ,Low
Lithuania     ,EntertainmentVenues                         ,2020-11-07 ,2020-12-09 , 20.0               ,                   32 ,Public Space          ,Low
Lithuania     ,EntertainmentVenues                         ,2020-12-16 ,2021-03-05 , 20.0               ,                   79 ,Public Space          ,Low
Lithuania     ,EntertainmentVenuesPartial                  ,2020-04-27 ,2020-07-17 , 20.0               ,                   81 ,Public Space          ,Low
Lithuania     ,EntertainmentVenuesPartial                  ,2020-10-26 ,2020-11-06 , 20.0               ,                   11 ,Public Space          ,Low
Lithuania     ,EntertainmentVenuesPartial                  ,2020-12-10 ,2020-12-15 , 20.0               ,                    5 ,Public Space          ,Low
Lithuania     ,EntertainmentVenuesPartial                  ,2021-04-27 ,2021-06-30 , 20.0               ,                   64 ,Public Space          ,Low
Lithuania     ,GymsSportsCentres                           ,2020-11-07 ,2021-05-02 , 20.0               ,                  176 ,Public Space          ,Low
Lithuania     ,GymsSportsCentresPartial                    ,2020-03-16 ,2020-06-16 , 20.0               ,                   92 ,Public Space          ,Low
Lithuania     ,GymsSportsCentresPartial                    ,2021-05-03 ,2021-06-30 , 20.0               ,                   58 ,Public Space          ,Low
Lithuania     ,GymsSportsCentresPartial                    ,2021-09-13 ,2022-03-17 , 20.0               ,                  185 ,Public Space          ,Low
Lithuania     ,HotelsOtherAccommodationPartial             ,2020-11-07 ,2021-05-31 , 20.0               ,                  205 ,Business              ,Low
Lithuania     ,IndoorOver100                               ,2020-06-17 ,2020-08-15 , 20.0               ,                   59 ,Gathering             ,Low
Lithuania     ,IndoorOver100                               ,2020-09-01 ,2020-11-06 , 20.0               ,                   66 ,Gathering             ,Low
Lithuania     ,IndoorOver100                               ,2021-05-10 ,2021-06-30 , 20.0               ,                   51 ,Gathering             ,Low
Lithuania     ,IndoorOver1000                              ,2021-09-13 ,2022-03-17 , 20.0               ,                  185 ,Gathering             ,Low
Lithuania     ,IndoorOver50                                ,2020-06-01 ,2020-06-16 , 20.0               ,                   15 ,Gathering             ,Low
Lithuania     ,IndoorOver500                               ,2020-08-16 ,2020-08-31 , 20.0               ,                   15 ,Gathering             ,Low
Lithuania     ,MasksMandatoryAllSpaces                     ,2020-04-10 ,2020-04-29 , 85.0               ,                   19 ,Masks                 ,High
Lithuania     ,MasksMandatoryAllSpaces                     ,2020-11-07 ,2021-02-24 , 85.0               ,                  109 ,Masks                 ,High
Lithuania     ,MasksMandatoryAllSpacesPartial              ,2020-04-30 ,2020-06-15 , 42.5               ,                   46 ,Masks                 ,Low
Lithuania     ,MasksMandatoryAllSpacesPartial              ,2020-08-21 ,2020-11-06 , 42.5               ,                   77 ,Masks                 ,Low
Lithuania     ,MasksMandatoryAllSpacesPartial              ,2021-02-25 ,2021-06-30 , 42.5               ,                  125 ,Masks                 ,Low
Lithuania     ,MasksMandatoryClosedSpaces                  ,2021-07-01 ,2022-04-03 , 20.0               ,                  276 ,Masks                 ,Low
Lithuania     ,MasksMandatoryClosedSpacesPartial           ,2020-08-01 ,2020-08-20 , 20.0               ,                   19 ,Masks                 ,Low
Lithuania     ,MasksMandatoryClosedSpacesPartial           ,2022-04-04 ,2022-04-28 , 20.0               ,                   24 ,Masks                 ,Low
Lithuania     ,MasksVoluntaryAllSpaces                     ,2020-03-23 ,2020-04-09 , 20.0               ,                   17 ,Masks                 ,Low
Lithuania     ,MasksVoluntaryAllSpaces                     ,2020-06-16 ,2020-07-31 , 20.0               ,                   45 ,Masks                 ,Low
Lithuania     ,MasksVoluntaryClosedSpaces                  ,2022-04-04 ,2022-07-31 , 20.0               ,                  118 ,Masks                 ,Low
Lithuania     ,MassGather50                                ,2020-03-12 ,2020-06-16 , 20.0               ,                   96 ,Gathering             ,Low
Lithuania     ,MassGather50                                ,2020-11-07 ,2021-04-18 , 20.0               ,                  162 ,Gathering             ,Low
Lithuania     ,MassGather50Partial                         ,2021-04-19 ,2021-05-09 , 20.0               ,                   20 ,Gathering             ,Low
Lithuania     ,MassGatherAll                               ,2020-03-12 ,2020-08-31 , 20.0               ,                  172 ,Gathering             ,Low
Lithuania     ,MassGatherAll                               ,2020-10-30 ,2021-04-18 , 20.0               ,                  170 ,Gathering             ,Low
Lithuania     ,MassGatherAll                               ,2021-06-02 ,2021-06-30 , 20.0               ,                   28 ,Gathering             ,Low
Lithuania     ,MassGatherAllPartial                        ,2020-09-01 ,2020-10-29 , 20.0               ,                   58 ,Gathering             ,Low
Lithuania     ,MassGatherAllPartial                        ,2021-04-19 ,2021-06-01 , 20.0               ,                   43 ,Gathering             ,Low
Lithuania     ,MassGatherAllPartial                        ,2021-09-13 ,2022-03-17 , 20.0               ,                  185 ,Gathering             ,Low
Lithuania     ,NonEssentialShops                           ,2020-03-16 ,2020-04-22 , 55.00000000000001  ,                   37 ,Business              ,Medium
Lithuania     ,NonEssentialShops                           ,2020-12-16 ,2021-02-14 , 55.00000000000001  ,                   60 ,Business              ,Medium
Lithuania     ,NonEssentialShopsPartial                    ,2020-04-23 ,2020-12-15 , 27.500000000000004 ,                  236 ,Business              ,Low
Lithuania     ,NonEssentialShopsPartial                    ,2021-02-15 ,2021-06-30 , 27.500000000000004 ,                  135 ,Business              ,Low
Lithuania     ,NonEssentialShopsPartial                    ,2021-09-13 ,2022-03-17 , 27.500000000000004 ,                  185 ,Business              ,Low
Lithuania     ,OutdoorOver100                              ,2020-06-01 ,2020-06-16 , 20.0               ,                   15 ,Gathering             ,Low
Lithuania     ,OutdoorOver100                              ,2020-09-01 ,2020-11-06 , 20.0               ,                   66 ,Gathering             ,Low
Lithuania     ,OutdoorOver100                              ,2021-05-10 ,2021-06-01 , 20.0               ,                   22 ,Gathering             ,Low
Lithuania     ,OutdoorOver1000                             ,2020-07-01 ,2020-08-31 , 20.0               ,                   61 ,Gathering             ,Low
Lithuania     ,OutdoorOver1000                             ,2021-09-13 ,2022-03-17 , 20.0               ,                  185 ,Gathering             ,Low
Lithuania     ,OutdoorOver500                              ,2020-06-17 ,2020-06-30 , 20.0               ,                   13 ,Gathering             ,Low
Lithuania     ,PlaceOfWorship                              ,2020-03-16 ,2020-04-26 , 20.0               ,                   41 ,Public Space          ,Low
Lithuania     ,PlaceOfWorshipPartial                       ,2020-04-27 ,2020-06-16 , 20.0               ,                   50 ,Public Space          ,Low
Lithuania     ,PlaceOfWorshipPartial                       ,2020-11-07 ,2021-06-30 , 20.0               ,                  235 ,Public Space          ,Low
Lithuania     ,PrivateGatheringRestrictions                ,2020-11-07 ,2020-12-16 , 60.0               ,                   39 ,Gathering             ,Medium
Lithuania     ,PrivateGatheringRestrictionsPartial         ,2020-03-19 ,2020-06-08 , 30.0               ,                   81 ,Gathering             ,Low
Lithuania     ,PrivateGatheringRestrictionsPartial         ,2021-05-24 ,2021-06-30 , 30.0               ,                   37 ,Gathering             ,Low
Lithuania     ,QuarantineForInternationalTravellers        ,2020-03-17 ,2021-06-13 , 60.0               ,                  453 ,Travel                ,Medium
Lithuania     ,QuarantineForInternationalTravellersPartial ,2020-02-24 ,2020-03-16 , 30.0               ,                   21 ,Travel                ,Low
Lithuania     ,QuarantineForInternationalTravellersPartial ,2021-06-14 ,2022-02-13 , 30.0               ,                  244 ,Travel                ,Low
Lithuania     ,RestaurantsCafes                            ,2020-03-16 ,2020-04-22 , 20.0               ,                   37 ,Business              ,Low
Lithuania     ,RestaurantsCafes                            ,2020-11-07 ,2021-04-21 , 20.0               ,                  165 ,Business              ,Low
Lithuania     ,RestaurantsCafesPartial                     ,2020-04-23 ,2020-11-06 , 20.0               ,                  197 ,Business              ,Low
Lithuania     ,RestaurantsCafesPartial                     ,2021-04-22 ,2022-03-17 , 20.0               ,                  329 ,Business              ,Low
Lithuania     ,SocialCircle                                ,2020-12-16 ,2021-04-30 , 20.0               ,                  135 ,Social Distancing     ,Low
Lithuania     ,StayHomeGen                                 ,2020-03-16 ,2020-06-16 , 20.0               ,                   92 ,Lockdown              ,Low
Lithuania     ,StayHomeGen                                 ,2020-11-07 ,2020-12-15 , 20.0               ,                   38 ,Lockdown              ,Low
Lithuania     ,StayHomeOrder                               ,2020-12-16 ,2021-03-31 ,100.0               ,                  105 ,Lockdown              ,High
Lithuania     ,Teleworking                                 ,2020-03-10 ,2020-11-06 , 20.0               ,                  241 ,Workplace             ,Low
Lithuania     ,Teleworking                                 ,2021-07-01 ,2022-04-30 , 20.0               ,                  303 ,Workplace             ,Low
Lithuania     ,TeleworkingPartial                          ,2020-11-07 ,2021-06-30 , 20.0               ,                  235 ,Workplace             ,Low
